title,company,location,salary_avg,salary_min,salary_max,is_remote,seniority,category,skills,post_date,scraped_date
Payroll Analyst,"A and B Talent Acquisition, Inc..","Saint Francis, Milwaukee County",72524.86,72524.86,72524.86,0,Mid-level,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Geospatial Data Scientist (TS/SCI  Poly) with Security Clearance,The DarkStar Group,"Fairfax, Fairfax County",122419.04,122419.04,122419.04,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:07
Java Full Stack Tech Lead,Akkodis,"Burbank, Los Angeles County",172603.45,172603.45,172603.45,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:07
Jr Data Analyst,UtiliSave,"Chelsea and Clinton, Manhattan",47500.0,45000.0,50000.0,0,Mid-level,Accounting & Finance Jobs,['r'],2025-12-19,2025-12-22 00:09:07
Full Stack Developer (TS/SCI  Poly) with Security Clearance,The DarkStar Group,"Fairfax, Fairfax County",124020.11,124020.11,124020.11,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:07
Oracle Analytics Cloud/ADW Specialist with Security Clearance,Concept Plus LLC,"Fairfax, Fairfax County",92350.8,92350.8,92350.8,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Information Technology - Engineer Software 3 with Security Clearance,Artech Information Systems,"Linthicum Heights, Anne Arundel County",96357.69,96357.69,96357.69,0,Junior,IT Jobs,"['tableau', 'r']",2025-12-19,2025-12-22 00:09:11
Data Analyst (Remote),Quality Talent Group,"Oildale, Kern County",102678.31,102678.31,102678.31,0,Mid-level,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Junior Data Analyst,Design Foundry,"Hickory, Catawba County",44931.38,44931.38,44931.38,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Analyst (Remote),Quality Talent Group,"Kinston, Lenoir County",93318.64,93318.64,93318.64,0,Mid-level,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
FP&A Analyst,woom Bikes,"Austin, Travis County",58243.03,58243.03,58243.03,0,Mid-level,Accounting & Finance Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Home Care Field RN,Atlas Search,"Monticello, Sullivan County",95548.85,95548.85,95548.85,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Analyst,Apidel Technologies,"Indianapolis, Marion County",70701.88,70701.88,70701.88,0,Mid-level,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
"Sr. Analyst, Business Systems","T-Mobile USA, Inc.","Herndon, Fairfax County",135081.94,135081.94,135081.94,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
"Sr. Analyst, Business Systems","T-Mobile USA, Inc.","Bellevue, King County",139103.66,139103.66,139103.66,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
"Sr. Analyst, Business Systems","T-Mobile USA, Inc.","Overland Park, Johnson County",135010.33,135010.33,135010.33,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
ISR Infrastructure Analyst,Apogee Solutions,"Fort Belvoir, Fairfax County",76631.77,76631.77,76631.77,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Business Analyst,PrideStaff,"Essex, Middlesex County",84209.14,84209.14,84209.14,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Analyst III,Imperial Management Administrators Services Inc,"Pasadena, Los Angeles County",101577.65,101577.65,101577.65,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Business Data Analyst,NUWAVE LLC,"Vernon Hills, Lake County",72022.81,72022.81,72022.81,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Data Analyst with Security Clearance,MANTECH,"Seybold, Miami-Dade County",151465.9,151465.9,151465.9,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
PROGRAM MANAGER with Security Clearance,VSolvit,"Virginia Beach, Virginia Beach City",137368.64,137368.64,137368.64,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
"Mental Health Clinician, Safe Options Support (SOS)",ACMH INC,"New York City, New York",64207.16,64207.16,64207.16,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Registered Behavior Technician (RBT),Aborder Behavioral Health LLC,"Baltimore, Baltimore County",45263.18,45263.18,45263.18,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-19,2025-12-22 00:09:11
PIC/Reporting Analyst - Housing,System One,"West Milwaukee, Milwaukee County",97862.41,97862.41,97862.41,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"West Milwaukee, Milwaukee County",182117.9,182117.9,182117.9,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"Madison, Dane County",150766.8,150766.8,150766.8,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"Tumwater, Thurston County",150077.22,150077.22,150077.22,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"International, King County",160266.97,160266.97,160266.97,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Epic Security Analyst,NTT DATA North America,"West Milwaukee, Milwaukee County",91739.93,91739.93,91739.93,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Data Scientist,Microsoft Corporation,"Redmond, King County",246001.66,246001.66,246001.66,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Software Engineer II,Microsoft Corporation,"Redmond, King County",179733.72,179733.72,179733.72,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Annotator - Mandarin Language,ManpowerGroup,"West Milwaukee, Milwaukee County",200567.12,200567.12,200567.12,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Annotator - Italian Language,ManpowerGroup,"West Milwaukee, Milwaukee County",168328.6,168328.6,168328.6,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Annotator - Spanish Language,ManpowerGroup,"West Milwaukee, Milwaukee County",195992.75,195992.75,195992.75,0,Junior,HR & Recruitment Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"Bonnie, Utah County",152088.75,152088.75,152088.75,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Operations Analyst II,R1 RCM,"Bonnie, Utah County",65724.9,65724.9,65724.9,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Project Analyst- Data Management for Real Estate Transactions (EST Preferred),CBRE,"Madison, Dane County",221735.89,221735.89,221735.89,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Project Analyst- Data Management for Real Estate Transactions (EST Preferred),CBRE,"Tumwater, Thurston County",220721.92,220721.92,220721.92,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Principal Data Engineer - Databricks,Alaska Airlines,"Normandy Park, King County",217655.42,217655.42,217655.42,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Project Analyst- Data Management for Real Estate Transactions (EST Preferred),CBRE,"Bonnie, Utah County",223680.1,223680.1,223680.1,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
[REMOTE] Revenue Cycle Analyst (Power BI exp. req.),#twiceasnice Recruiting,US,82500.0,75000.0,90000.0,0,Senior,Accounting & Finance Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Engineer - Global Master Data,Eli Lilly and Company,"Indianapolis, Marion County",115850.0,64500.0,167200.0,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Product Data Analyst (Remote),ExecutivePlacements.com,"Tampa, Hillsborough County",80002.41,80002.41,80002.41,0,Mid-level,Scientific & QA Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Head of Data and AI,OnMed,"White Plains, Westchester County",212500.0,200000.0,225000.0,0,Junior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Analyst - Insider Risk & Data Protection (1171190),"Placement Services USA, Inc.","New York City, New York",42390.97,42390.97,42390.97,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
"Full Stack Engineer, Sr. [JS041]","Autodesk, Inc.","Atlanta, Fulton County",198348.27,198348.27,198348.27,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Financial Analyst - Treasury,Grainger Businesses,"Forest Lake, Lake County",119105.18,119105.18,119105.18,0,Senior,Accounting & Finance Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Analyst,Apidel Technologies,"Toledo, Lucas County",93331.55,93331.55,93331.55,0,Mid-level,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"Charleston, Kanawha County",152356.6,152356.6,152356.6,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data & Market Intelligence Manager,Metergy Solutions,"Toronto, Deuel County",68575.9,68575.9,68575.9,0,Junior,Sales Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Project Analyst- Data Management for Real Estate Transactions (EST Preferred),CBRE,"Charleston, Kanawha County",224074.23,224074.23,224074.23,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Senior Project Analyst- Data Management for Real Estate Transactions (EST Preferred),CBRE,"Montpelier, Washington County",212893.44,212893.44,212893.44,0,Senior,IT Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Data Architect - Life Science - Manager- Consulting - Location OPEN,EY,"Providence, Providence County",152022.77,152022.77,152022.77,0,Junior,Consultancy Jobs,['r'],2025-12-19,2025-12-22 00:09:11
Program Analyst (DATA ANALYST) ,Department of State - Agency Wide,"Centennial, Colorado",155615.5,124531.0,186700.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
SUPERVISORY GENERAL ENGINEER/DATA SCIENTIST/OPS RESEARCH ANALYST- DIRECT HIRE AUTHORITY,Air Force Materiel Command,"Eglin AFB, Florida",157477.5,124531.0,190424.0,0,Senior,,"['security', 'government', 'r']",,2025-12-22 00:09:14
PROGRAM ANALYST,United States Fleet Forces Command,"Naval Shipyard, Portsmouth, Virginia",122993.0,106950.0,139036.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
Management and Program Analyst,Veterans Health Administration,"Atlanta, Georgia",72560.5,61111.0,84010.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
Program Analyst,Defense Logistics Agency,"Battle Creek, Michigan",103346.5,74867.0,131826.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
"Senior Regional Analyst, CG-1101-15",Federal Deposit Insurance Corporation,"San Francisco, California",209378.5,163757.0,255000.0,0,Senior,,"['r', 'federal']",,2025-12-22 00:09:14
PREVENTION ANALYST,Pacific Air Forces,"Kadena Air Base Okinawa, Japan",87064.0,75706.0,98422.0,0,Senior,,"['aws', 'r', 'federal']",,2025-12-22 00:09:14
Budget Analyst,Veterans Health Administration,"Louisville, Kentucky",85027.5,73939.0,96116.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
Program Analyst,Office of Personnel Management,"Washington, District of Columbia",103529.5,90025.0,117034.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
Budget Technician,Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,"Albuquerque, New Mexico",55552.0,45447.0,65657.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Supervisory Health System Specialist-Detail,Veterans Health Administration,"Martinsburg, West Virginia",138667.0,120579.0,156755.0,0,Senior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
Supervisory Health System SpecIalist,Veterans Health Administration,"Martinsburg, West Virginia",138667.0,120579.0,156755.0,0,Senior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
PROGRAM ANALYST NF-04,United States Army Installation Management Command,"Fort Sam Houston, Texas",64000.0,60000.0,68000.0,0,Mid-level,,"['powerbi', 'r']",,2025-12-22 00:09:14
PREVENTION SPECIALIST,Department of the Air Force - Agency Wide,"Elmendorf AFB, Alaska",107438.5,52205.0,162672.0,0,Senior,,"['aws', 'r']",,2025-12-22 00:09:14
Budget Analyst NF-03,United States Army Installation Management Command,"Fort Wainwright, Alaska",52500.0,50000.0,55000.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
INTELLIGENCE SPECIALIST,United States Fleet Forces Command,"San Antonio, Texas",122972.5,106932.0,139013.0,0,Junior,,['r'],,2025-12-22 00:09:14
TITLE 5 SUPERVISORY IT SPECIALIST (INFOSEC/NETWORK) GS-2210-12,Air National Guard Units,"Martinsburg, West Virginia",116613.5,101401.0,131826.0,0,Government,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (PLCYPLN) - Title 32,Air National Guard Units,"Madison, Wisconsin",85709.5,74532.0,96887.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (NETWORK),Air National Guard Units,"Syracuse, New York",85709.5,74532.0,96887.0,0,Junior,,['r'],,2025-12-22 00:09:14
ITSPEC (NETWORK),Air National Guard Units,"Westhampton Beach, New York",100200.5,87133.0,113268.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (PLCYPLN),Air National Guard Units,"Bangor, Maine",85709.5,74532.0,96887.0,0,Junior,,['r'],,2025-12-22 00:09:14
MANAGEMENT ANALYST,Joint Activities,"Fort Meade, Maryland",168610.5,142488.0,194733.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
SUPV ITSPEC (CUSTOMER SUPPORT/INFOSEC),Air National Guard Units,"Westhampton Beach, New York",120104.5,104436.0,135773.0,0,Senior,,"['security', 'r']",,2025-12-22 00:09:14
Demand/Supply Chain Analyst,Defense Logistics Agency,"Philadelphia, Pennsylvania",112304.0,97653.0,126955.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
IT SPECIALIST (NETWORK),Air National Guard Units,"Louisville, Tennessee",85209.5,74532.0,95887.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Bangor, Maine",80709.5,74532.0,86887.0,0,Junior,,['r'],,2025-12-22 00:09:14
SUPERVISORY INTELLIGENCE SPECIALIST,Department of the Air Force - Agency Wide,"Quantico, Virginia",163861.0,142488.0,185234.0,0,Senior,,"['security', 'government', 'r']",,2025-12-22 00:09:14
INTELLIGENCE OPERATIONS SPECIALIST,Air National Guard Units,"Fargo, North Dakota",85027.5,73939.0,96116.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Financial Administrator,Defense Health Agency,"Naval Medical Center, Portsmouth, Virginia",145339.0,126382.0,164296.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Medical Records Administrator-Chief of Health Information Management,Veterans Health Administration,"Fort Harrison, Montana",101917.0,88621.0,115213.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (INFOSEC) (Title 5),Air National Guard Units,"Des Moines, Iowa",102744.5,89341.0,116148.0,0,Junior,,['r'],,2025-12-22 00:09:14
OPERATIONS RESEARCH ANALYST,"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",124266.5,108057.0,140476.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Data Scientist,Customs and Border Protection,"Washington, District of Columbia",143210.0,124531.0,161889.0,0,Junior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
BUDGET ANALYST (TITLE 32),Army National Guard Units,"Springfield, Illinois",70277.0,61111.0,79443.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
INTELLIGENCE OPERATIONS SPECIALIST (Title 32),Air National Guard Units,"Peoria, Illinois",101917.0,88621.0,115213.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
IT CYBERSECURITY SPECIALIST (CUSTSPT/INFOSEC),Defense Information Systems Agency,"Suffolk, Virginia",86291.0,75038.0,97544.0,0,Junior,,"['security', 'scala', 'r', 'federal']",,2025-12-22 00:09:14
FINANCIAL SYSTEMS ANALYST (CYBER),Defense Finance and Accounting Service,"Indianapolis, Indiana",104874.0,89447.0,120301.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
FINANCIAL MANAGEMENT ANALYST (TITLE 32),Air National Guard Units,"Memphis, Tennessee",70277.0,61111.0,79443.0,0,Junior,,['r'],,2025-12-22 00:09:14
INTELLIGENCE SPECIALIST,Department of the Air Force - Agency Wide,"Peterson AFB, Colorado",146990.5,127818.0,166163.0,0,Junior,,"['security', 'government', 'r']",,2025-12-22 00:09:14
IT SPECIALIST (NETWORK) (TITLE 32),Air National Guard Units,"MacDill AFB, Florida",100331.5,87247.0,113416.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
SUPV IT SPECIALIST (PLCYPLN) (TITLE 32),Air National Guard Units,"Tyndall AFB, Florida",121191.5,105383.0,137000.0,0,Senior,,"['r', 'federal']",,2025-12-22 00:09:14
Intelligence Research Specialist,"Headquarters, NASA","Redstone Arsenal, Alabama",149143.5,129690.0,168597.0,0,Junior,,['r'],,2025-12-22 00:09:14
Health Systems Specialist (Health Professions Education Analyst),Veterans Health Administration,"Lexington, Kentucky",94576.0,73939.0,115213.0,0,Junior,,"['aws', 'government', 'r', 'federal']",,2025-12-22 00:09:14
BUDGET ANALYST (TITLE 32),Army National Guard Units,"Camp Blanding, Florida",64701.5,49960.0,79443.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Management Analyst,Office of the Secretary of Defense,"Pentagon, Arlington, Virginia",163861.0,142488.0,185234.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
IT SPECIALIST (PLCYPLN) TITLE 32 PERMANENT,Army National Guard Units,"Concord, New Hampshire",115429.5,100371.0,130488.0,0,Junior,,['r'],,2025-12-22 00:09:14
Program Analyst,U.S. Army Corps of Engineers,"Boise, Idaho",89727.0,49960.0,129494.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
Administrative Assistant,"Commander, Navy Installations","Indian Head, Maryland",22.415,19.83,25.0,0,Senior,,"['security', 'aws', 'clearance', 'government', 'r']",,2025-12-22 00:09:14
INTELLIGENCE SPECIALIST - ALTERNATE HIRING AUTHORITY,Air Force Materiel Command,"Robins AFB, Georgia",103529.5,90025.0,117034.0,0,Junior,,"['security', 'r']",,2025-12-22 00:09:14
ADMINISTRATIVE/TECHNICAL SPECIALIST,Naval Sea Systems Command,"Dahlgren, Virginia",152906.5,120579.0,185234.0,0,Senior,,"['r', 'federal']",,2025-12-22 00:09:14
AVIATION RESOURCE MANAGEMENT SPECIALIST (TITLE 32),Army National Guard Units,"Scott AFB, Illinois",72060.0,62662.0,81458.0,0,Senior,,"['r', 'federal']",,2025-12-22 00:09:14
BUDGET ANALYST,Army National Guard Units,"Camp Dodge Military Reservation, Iowa",70847.0,61607.0,80087.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
ELINT Instructor - Mid to Experienced Level (Maryland),National Security Agency/Central Security Service,"Fort Meade, Maryland",134917.5,84601.0,185234.0,0,Senior,,['r'],,2025-12-22 00:09:14
BUDGET ANALYST,Army National Guard Units,"Augusta, Maine",70277.0,61111.0,79443.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
Financial Management Specialist,Space Systems Command,"Los Angeles County, California",141286.5,122857.0,159716.0,0,Junior,,['r'],,2025-12-22 00:09:14
MANAGEMENT ANALYST - Title 32,Air National Guard Units,"Milwaukee, Wisconsin",80933.0,70378.0,91488.0,0,Junior,,['r'],,2025-12-22 00:09:14
"Management Analyst (CYS), NF-05",United States Army Installation Management Command,"Fort Sam Houston, Texas",136500.0,124000.0,149000.0,0,Mid-level,,"['government', 'r']",,2025-12-22 00:09:14
FINANCIAL MANAGEMENT ANALYST,Air National Guard Units,"Forbes AFB, Kansas",86414.5,75145.0,97684.0,0,Junior,,['r'],,2025-12-22 00:09:14
PROGRAM ANALYST,Army National Guard Units,"Augusta, Maine",70277.0,61111.0,79443.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (ENTARCH),Air National Guard Units,"Otis ANG Base, Massachusetts",96300.5,83742.0,108859.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,"Scott AFB, Illinois",83210.5,67867.0,98554.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
Program Analyst,U.S. Coast Guard,"Norfolk, Virginia",86291.0,75038.0,97544.0,0,Mid-level,,"['aws', 'r', 'federal']",,2025-12-22 00:09:14
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Lincoln, Nebraska",91360.5,79445.0,103276.0,0,Junior,,['r'],,2025-12-22 00:09:14
IT SPEC (ENTARCH),Air National Guard Units,"Horsham, Pennsylvania",93692.5,81474.0,105911.0,0,Junior,,"['security', 'clearance', 'r']",,2025-12-22 00:09:14
Supervisory Program Analyst MCA (Detail NTE 120 Days),Veterans Health Administration,"Arlington, Texas",155688.5,135382.0,175995.0,0,Senior,,"['sql', 'r', 'federal']",,2025-12-22 00:09:14
IT SPEC (CUSTSPT),Air National Guard Units,"Pittsburgh, Pennsylvania",83621.0,67867.0,99375.0,0,Junior,,"['security', 'clearance', 'r']",,2025-12-22 00:09:14
BUDGET ANALYST,Air Mobility Command,"Scott AFB, Illinois",87184.5,75815.0,98554.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
International Trade Analyst,Customs and Border Protection,"Washington, District of Columbia",116613.5,101401.0,131826.0,0,Junior,,"['aws', 'government', 'r', 'federal']",,2025-12-22 00:09:14
FINANCIAL MANAGEMENT ANALYST,Air National Guard Units,"Portland, Oregon",84704.5,65846.0,103563.0,0,Junior,,"['aws', 'r']",,2025-12-22 00:09:14
Program Analyst (Informatics) EHRM,Veterans Health Administration,"Madison, Wisconsin",70277.0,61111.0,79443.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
INTERNAL CONTROL ANALYST,Air National Guard Units,"Moffett Field, California",106295.0,92433.0,120157.0,0,Junior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
Medical Records Administrator Specialist,Veterans Health Administration,"Dayton, Ohio",88194.5,76693.0,99696.0,0,Junior,,"['aws', 'r']",,2025-12-22 00:09:14
Supervisory Health System Specialist,Veterans Health Administration,"Vancouver, Washington",176515.0,157830.0,195200.0,0,Senior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
IT SPECIALIST (NETWORK),Army National Guard Units,"Grand Island, Nebraska",101917.0,88621.0,115213.0,0,Junior,,"['security', 'clearance', 'r']",,2025-12-22 00:09:14
IT SPECIALIST (SYSADMIN),Army National Guard Units,"Lincoln, Nebraska",94872.5,74532.0,115213.0,0,Junior,,"['security', 'clearance', 'r']",,2025-12-22 00:09:14
INTERNAL CONTROL ANALYST (NGT59034P1),Air National Guard Units,"Carolina, Puerto Rico",85027.5,73939.0,96116.0,0,Junior,,"['aws', 'r']",,2025-12-22 00:09:14
BUDGET ANALYST,Army National Guard Units,"Lincoln, Nebraska",70277.0,61111.0,79443.0,0,Mid-level,,"['security', 'clearance', 'r', 'federal']",,2025-12-22 00:09:14
IT CYBERSECURITY SPECIALIST (INFOSEC),Air National Guard Units,"Hickam AFB, Hawaii",107196.5,100091.0,114302.0,0,Junior,,"['security', 'government', 'r', 'federal']",,2025-12-22 00:09:14
BUDGET ANALYST,Department of the Air Force - Agency Wide,"Robins AFB, Georgia",85027.5,73939.0,96116.0,0,Mid-level,,"['r', 'federal']",,2025-12-22 00:09:14
LOGISTICS MANAGEMENT SPECIALIST-DIRECT HIRE AUTHORITY,Air Force Materiel Command,"Eglin AFB, Florida",112810.5,88621.0,137000.0,0,Junior,,['r'],,2025-12-22 00:09:14
Program Analyst (Informatics),Veterans Health Administration,"West Haven, Connecticut",120104.5,104436.0,135773.0,0,Junior,,"['r', 'federal']",,2025-12-22 00:09:14
"IT SPECIALIST (INFOSEC), TITLE 5",Air National Guard Units,"Kahului, Hawaii",101116.0,87930.0,114302.0,0,Junior,,"['security', 'clearance', 'government', 'r', 'federal']",,2025-12-22 00:09:14
Practical Nurse,Veterans Health Administration,"Leeds, Massachusetts",79022.5,68713.0,89332.0,0,Junior,,['r'],,2025-12-22 00:09:14
AIRCRAFT SURVIVAL FLIGHT EQUIPMENT REPAIRER (T32),Air National Guard Units,"Montgomery, Alabama",35.19,32.49,37.89,0,Senior,,['r'],,2025-12-22 00:09:14
PROGRAM ANALYST,Army National Guard Units,"Camp Dodge Military Reservation, Iowa",70847.0,61607.0,80087.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
Health System Specialist - Executive Assistant,Veterans Health Administration,"Roseburg, Oregon",94576.0,73939.0,115213.0,0,Senior,,"['government', 'r', 'federal']",,2025-12-22 00:09:14
SUPPLY TECHNICIAN (OFFICE AUTOMATION),United States Space Force,"Schriever AFB, Colorado",21.5,21.5,21.5,0,Junior,,['r'],,2025-12-22 00:09:14
PROGRAM ANALYST,Air National Guard Units,"Camp Murray, Washington",86982.0,75638.0,98326.0,0,Mid-level,,['r'],,2025-12-22 00:09:14
