title,company_standardized,location_standardized,source,seniority_level,job_type,work_arrangement,salary_min_parsed,salary_max_parsed,salary_midpoint,salary_range,is_remote,has_salary,post_date_str,description_length,title_word_count,required_skills,url,scraped_at_str,source_id,company,location,description,post_date,scraped_at,salary,salary_min,salary_max,contract_type,category,job_hash
AI Solutions Leader,Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,171361.38,171361.38,171361.38,"$171,361-$171,361",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550544045?se=DJKft5je8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=FF103A2BDB7B6F8E0AFB85FEEE1825247DFC3589,2025-12-21 23:43:15,5550544045,Deloitte,"Uptown, Marion County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:15.473339,"$171,361 - $171,361",171361.38,171361.38,Full-time,IT Jobs,89159f14905b08534bca1b0145e4f09c
Data Science Consultant,Deloitte,"Uptown, Marion County",adzuna,Mid-level,Full-time,On-site,145178.78,145178.78,145178.78,"$145,179-$145,179",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550543875?se=DJKft5je8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=1214815B5E8D8E9428C8A0999748BC8528CB175D,2025-12-21 23:43:15,5550543875,Deloitte,"Uptown, Marion County","Data Science Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scienti…",2025-12-20,2025-12-21T23:43:15.473339,"$145,179 - $145,179",145178.78,145178.78,Full-time,Engineering Jobs,687f5f8a90734fb4b5aae11615e52e4d
"Data Engineer, Product Analytics",Meta,"Phoenix, Maricopa County",adzuna,Mid-level,Full-time,On-site,125502.01,125502.01,125502.01,"$125,502-$125,502",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550544021?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=A85A57DD94872491C2F676508D79422E78055FC3,2025-12-21 23:43:18,5550544021,Meta,"Phoenix, Maricopa County","Summary: As a Data Engineer at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Reality Labs, Threads). Your technical skills and analytical mindset will be utilized designing and building some of the world's most extensive data sets, helping to craft experiences for billions of people and hundreds of millions of businesses worldwide.In this role, you will collaborate with s…",2025-12-20,2025-12-21T23:43:18.886067,"$125,502 - $125,502",125502.01,125502.01,Full-time,IT Jobs,dd7d16a7e226aeafe42150110c6e408f
"Salesforce Configure, Price, Quote (CPQ) Senior Manager",Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,190007.98,190007.98,190007.98,"$190,008-$190,008",False,True,2025-12-20,500,7,r,https://www.adzuna.com/land/ad/5550544011?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=F6D2E49F98C251F2986D775CE9A1D9FDA27B33FB,2025-12-21 23:43:18,5550544011,Deloitte,"Uptown, Marion County","Salesforce CPQ Senior Manager Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data s…",2025-12-20,2025-12-21T23:43:18.886067,"$190,008 - $190,008",190007.98,190007.98,Full-time,Consultancy Jobs,fe8cb7f2f37262b726e62b23ae2f7b61
Onshore SalesForce CRM  RCA Functional,Deloitte,"Uptown, Marion County",adzuna,Mid-level,Full-time,On-site,104281.14,104281.14,104281.14,"$104,281-$104,281",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550544004?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=1957FC0CBFB8BD0E6842AC277B3D0F2A838B4AEC,2025-12-21 23:43:18,5550544004,Deloitte,"Uptown, Marion County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Analyst you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:43:18.886067,"$104,281 - $104,281",104281.14,104281.14,Full-time,IT Jobs,641f82584c87868b818e78bf6e68b5fa
Onshore NetSuite POD lead,Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,75465.51,75465.51,75465.51,"$75,466-$75,466",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550544084?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=863CA17D282318AAA850FB81467FF86A7DB3B1B6,2025-12-21 23:43:18,5550544084,Deloitte,"Uptown, Marion County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:43:18.886067,"$75,466 - $75,466",75465.51,75465.51,Full-time,IT Jobs,1a20765ac1e117caef853b259ead8c4b
"Data Scientist, Product Analytics",Meta,"Phoenix, Maricopa County",adzuna,Mid-level,Full-time,On-site,134011.92,134011.92,134011.92,"$134,012-$134,012",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550544091?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=1D40B6AE0A9AF884EE97C1848DFEE0A824129BCA,2025-12-21 23:43:18,5550544091,Meta,"Phoenix, Maricopa County","Summary: As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array o…",2025-12-20,2025-12-21T23:43:18.886067,"$134,012 - $134,012",134011.92,134011.92,Full-time,IT Jobs,d49430e4bc9f3031d0a5566e8a7ea4b2
Onshore Oracle Field Service Lead,Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,106550.88,106550.88,106550.88,"$106,551-$106,551",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550543879?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=3A22F967BAC2F06AF241C020D20618C4344B54AC,2025-12-21 23:43:18,5550543879,Deloitte,"Uptown, Marion County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Oracle Field Service Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:43:18.886067,"$106,551 - $106,551",106550.88,106550.88,Full-time,IT Jobs,74024dbbb5bee71f7f22fee3752e7c44
Data Scientist,Western Digital,"Archer, Laramie County",adzuna,Mid-level,Full-time,On-site,131619.45,131619.45,131619.45,"$131,619-$131,619",False,True,2025-12-20,500,2,r,https://www.adzuna.com/land/ad/5550543681?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=919FD4BA7495002E0F7706DC739FD92CE094538B,2025-12-21 23:43:18,5550543681,Western Digital,"Archer, Laramie County","Company Description At Western Digital, our vision is to power global innovation and push the boundaries of technology to make what you thought was once impossible, possible. At our core, Western Digital is a company of problem solvers. People achieve extraordinary things given the right technology. For decades, we've been doing just that-our technology helped people put a man on the moon and capture the first-ever picture of a black hole. We offer an expansive portfolio of technologies, HDDs, …",2025-12-20,2025-12-21T23:43:18.886067,"$131,619 - $131,619",131619.45,131619.45,Full-time,HR & Recruitment Jobs,59cad3f8e4517a22315c45969d047e56
Onshore SalesForce Lead,Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,126779.43,126779.43,126779.43,"$126,779-$126,779",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550543845?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=393FA5CA32DEDA3475DE528DC8932272E872BC33,2025-12-21 23:43:18,5550543845,Deloitte,"Uptown, Marion County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:43:18.886067,"$126,779 - $126,779",126779.43,126779.43,Full-time,IT Jobs,b628952ef15f90b7e8bd118849fa6a55
Adobe Solution Architect (Specialist Leader),Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,132175.06,132175.06,132175.06,"$132,175-$132,175",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550543771?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=A61D73E38E02B93828EF80804C6FE6206AAECAED,2025-12-21 23:43:18,5550543771,Deloitte,"Uptown, Marion County","Adobe Solution Architect (Specialist Leader) Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of stra…",2025-12-20,2025-12-21T23:43:18.886067,"$132,175 - $132,175",132175.06,132175.06,Full-time,IT Jobs,f90c12a802216c80dd64991981414d97
"Data Engineering Manager, Analytics (Monetization)",Meta,"Lansing, Ingham County",adzuna,Manager,Full-time,On-site,102821.38,102821.38,102821.38,"$102,821-$102,821",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550543667?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=70358B3650215D57B3123A8D93FC6085DF4900EB,2025-12-21 23:43:18,5550543667,Meta,"Lansing, Ingham County","Summary: We're looking for a leader in our Data Engineering team to work closely with Product Managers, Data Scientists and Software Engineers to support product launches and roadmaps by building the data architecture that informs and drives insight. In this role, there will be a direct link between your work, company growth, and user satisfaction. You'll work with some of the brightest minds in the industry, work with one of the richest data sets in the world, use cutting edge technology, and …",2025-12-20,2025-12-21T23:43:18.886067,"$102,821 - $102,821",102821.38,102821.38,Full-time,IT Jobs,58a342fb1e4193911b0505c2d630e0e3
Insights and Analytics Senior Consultant,Deloitte,"Uptown, Marion County",adzuna,Senior,Full-time,On-site,131375.42,131375.42,131375.42,"$131,375-$131,375",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550543767?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=96B70035F966DD1557FA25B6C49235DF244A158C,2025-12-21 23:43:18,5550543767,Deloitte,"Uptown, Marion County","Insights and Analytics Senior Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategi…",2025-12-20,2025-12-21T23:43:18.886067,"$131,375 - $131,375",131375.42,131375.42,Full-time,"PR, Advertising & Marketing Jobs",8d892111097cb93e3701d6b5e2f072d0
Insights and Analytics Consultant,Deloitte,"Uptown, Marion County",adzuna,Mid-level,Full-time,On-site,143650.19,143650.19,143650.19,"$143,650-$143,650",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550543803?se=puiduZje8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=664B5FA3B206F43994DFA9D5EF590A2E872782A5,2025-12-21 23:43:18,5550543803,Deloitte,"Uptown, Marion County","Insights and Analytics Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, da…",2025-12-20,2025-12-21T23:43:18.886067,"$143,650 - $143,650",143650.19,143650.19,Full-time,"PR, Advertising & Marketing Jobs",a8a0a70cf145120075bd2a59a6375fcc
